cpt_code,pcs_ccs_single,pcs_ccs_single_label
'25250',162,(162) other or therapeutic procedures on joints
'25251',162,(162) other or therapeutic procedures on joints
'25260',160,(160) other therapeutic procedures on muscles and tendons
'25263',160,(160) other therapeutic procedures on muscles and tendons
'25265',160,(160) other therapeutic procedures on muscles and tendons
'25270',160,(160) other therapeutic procedures on muscles and tendons
'25272',160,(160) other therapeutic procedures on muscles and tendons
'25274',160,(160) other therapeutic procedures on muscles and tendons
'25275',160,(160) other therapeutic procedures on muscles and tendons
'25280',160,(160) other therapeutic procedures on muscles and tendons
'25290',160,(160) other therapeutic procedures on muscles and tendons
'25295',160,(160) other therapeutic procedures on muscles and tendons
'25300',160,(160) other therapeutic procedures on muscles and tendons
'25301',160,(160) other therapeutic procedures on muscles and tendons
'25310',160,(160) other therapeutic procedures on muscles and tendons
'25312',160,(160) other therapeutic procedures on muscles and tendons
'25315',160,(160) other therapeutic procedures on muscles and tendons
'25316',160,(160) other therapeutic procedures on muscles and tendons
'25320',162,(162) other or therapeutic procedures on joints
'25332',154,(154) arthroplasty other than hip or knee
'25335',162,(162) other or therapeutic procedures on joints
'25337',162,(162) other or therapeutic procedures on joints
'25350',161,(161) other or therapeutic procedures on bone
'25355',161,(161) other or therapeutic procedures on bone
'25360',161,(161) other or therapeutic procedures on bone
'25365',161,(161) other or therapeutic procedures on bone
'25370',161,(161) other or therapeutic procedures on bone
'25375',161,(161) other or therapeutic procedures on bone
'25390',161,(161) other or therapeutic procedures on bone
'25391',161,(161) other or therapeutic procedures on bone
'25392',161,(161) other or therapeutic procedures on bone
'25393',161,(161) other or therapeutic procedures on bone
'25394',161,(161) other or therapeutic procedures on bone
'25400',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25405',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25415',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25420',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25425',161,(161) other or therapeutic procedures on bone
'25426',161,(161) other or therapeutic procedures on bone
'25430',161,(161) other or therapeutic procedures on bone
'25431',148,(148) other fracture and dislocation procedure
'25440',148,(148) other fracture and dislocation procedure
'25441',154,(154) arthroplasty other than hip or knee
'25442',154,(154) arthroplasty other than hip or knee
'25443',154,(154) arthroplasty other than hip or knee
'25444',154,(154) arthroplasty other than hip or knee
'25445',154,(154) arthroplasty other than hip or knee
'25446',154,(154) arthroplasty other than hip or knee
'25447',154,(154) arthroplasty other than hip or knee
'25449',154,(154) arthroplasty other than hip or knee
'25450',161,(161) other or therapeutic procedures on bone
'25455',161,(161) other or therapeutic procedures on bone
'25490',161,(161) other or therapeutic procedures on bone
'25491',161,(161) other or therapeutic procedures on bone
'25492',161,(161) other or therapeutic procedures on bone
'25515',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25525',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25526',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25545',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25574',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25575',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25607',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25608',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25609',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25611',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25620',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25628',148,(148) other fracture and dislocation procedure
'25645',148,(148) other fracture and dislocation procedure
'25652',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25670',148,(148) other fracture and dislocation procedure
'25676',145,"(145) treatment, fracture or dislocation of radius and ulna"
'25685',148,(148) other fracture and dislocation procedure
'25695',148,(148) other fracture and dislocation procedure
'25800',162,(162) other or therapeutic procedures on joints
'25805',162,(162) other or therapeutic procedures on joints
'25810',162,(162) other or therapeutic procedures on joints
'25820',162,(162) other or therapeutic procedures on joints
'25825',162,(162) other or therapeutic procedures on joints
'25830',162,(162) other or therapeutic procedures on joints
'25900',164,(164) other or therapeutic procedures on musculoskeletal system
'25905',164,(164) other or therapeutic procedures on musculoskeletal system
'25907',164,(164) other or therapeutic procedures on musculoskeletal system
'25909',164,(164) other or therapeutic procedures on musculoskeletal system
'25915',164,(164) other or therapeutic procedures on musculoskeletal system
'25920',164,(164) other or therapeutic procedures on musculoskeletal system
'25922',164,(164) other or therapeutic procedures on musculoskeletal system
'25924',164,(164) other or therapeutic procedures on musculoskeletal system
'25927',164,(164) other or therapeutic procedures on musculoskeletal system
'25929',164,(164) other or therapeutic procedures on musculoskeletal system
'25931',164,(164) other or therapeutic procedures on musculoskeletal system
'26034',161,(161) other or therapeutic procedures on bone
'26035',160,(160) other therapeutic procedures on muscles and tendons
'26037',160,(160) other therapeutic procedures on muscles and tendons
'26040',160,(160) other therapeutic procedures on muscles and tendons
'26045',160,(160) other therapeutic procedures on muscles and tendons
'26055',160,(160) other therapeutic procedures on muscles and tendons
'26060',160,(160) other therapeutic procedures on muscles and tendons
'26070',162,(162) other or therapeutic procedures on joints
'26075',162,(162) other or therapeutic procedures on joints
'26080',162,(162) other or therapeutic procedures on joints
'26113',160,(160) other therapeutic procedures on muscles and tendons
'26116',160,(160) other therapeutic procedures on muscles and tendons
'26117',160,(160) other therapeutic procedures on muscles and tendons
'26118',160,(160) other therapeutic procedures on muscles and tendons
'26121',160,(160) other therapeutic procedures on muscles and tendons
'26123',160,(160) other therapeutic procedures on muscles and tendons
'26130',162,(162) other or therapeutic procedures on joints
'26135',162,(162) other or therapeutic procedures on joints
'26140',162,(162) other or therapeutic procedures on joints
'26145',162,(162) other or therapeutic procedures on joints
'26160',160,(160) other therapeutic procedures on muscles and tendons
'26170',160,(160) other therapeutic procedures on muscles and tendons
'26180',160,(160) other therapeutic procedures on muscles and tendons
'26185',161,(161) other or therapeutic procedures on bone
'26200',142,(142) partial excision bone
'26205',142,(142) partial excision bone
'26210',142,(142) partial excision bone
'26215',142,(142) partial excision bone
'26230',142,(142) partial excision bone
'26235',142,(142) partial excision bone
'26236',142,(142) partial excision bone
'26250',142,(142) partial excision bone
'26255',142,(142) partial excision bone
'26260',142,(142) partial excision bone
'26261',142,(142) partial excision bone
'26262',142,(142) partial excision bone
'26320',164,(164) other or therapeutic procedures on musculoskeletal system
'26350',160,(160) other therapeutic procedures on muscles and tendons
'26352',160,(160) other therapeutic procedures on muscles and tendons
'26356',160,(160) other therapeutic procedures on muscles and tendons
'26357',160,(160) other therapeutic procedures on muscles and tendons
'26358',160,(160) other therapeutic procedures on muscles and tendons
'26370',160,(160) other therapeutic procedures on muscles and tendons
'26372',160,(160) other therapeutic procedures on muscles and tendons
'26373',160,(160) other therapeutic procedures on muscles and tendons
'26390',160,(160) other therapeutic procedures on muscles and tendons
'26392',160,(160) other therapeutic procedures on muscles and tendons
'26410',160,(160) other therapeutic procedures on muscles and tendons
'26412',160,(160) other therapeutic procedures on muscles and tendons
'26415',160,(160) other therapeutic procedures on muscles and tendons
'26416',160,(160) other therapeutic procedures on muscles and tendons
'26418',160,(160) other therapeutic procedures on muscles and tendons
'26420',160,(160) other therapeutic procedures on muscles and tendons
'26426',160,(160) other therapeutic procedures on muscles and tendons
'26428',160,(160) other therapeutic procedures on muscles and tendons
'26432',160,(160) other therapeutic procedures on muscles and tendons
'26433',160,(160) other therapeutic procedures on muscles and tendons
'26434',160,(160) other therapeutic procedures on muscles and tendons
'26437',160,(160) other therapeutic procedures on muscles and tendons
'26440',160,(160) other therapeutic procedures on muscles and tendons
'26442',160,(160) other therapeutic procedures on muscles and tendons
'26445',160,(160) other therapeutic procedures on muscles and tendons
'26449',160,(160) other therapeutic procedures on muscles and tendons
'26450',160,(160) other therapeutic procedures on muscles and tendons
'26455',160,(160) other therapeutic procedures on muscles and tendons
'26460',160,(160) other therapeutic procedures on muscles and tendons
'26471',160,(160) other therapeutic procedures on muscles and tendons
'26474',160,(160) other therapeutic procedures on muscles and tendons
'26476',160,(160) other therapeutic procedures on muscles and tendons
'26477',160,(160) other therapeutic procedures on muscles and tendons
'26478',160,(160) other therapeutic procedures on muscles and tendons
'26479',160,(160) other therapeutic procedures on muscles and tendons
