'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY ASSIGNMENT'
'7013',INTRALUM VAG ADHESIOLYS,4
'7014',VAGINOTOMY NEC,4
'7021',VAGINOSCOPY,1
'7022',CULDOSCOPY,1
'7023',CULDESAC BIOPSY,3
'7024',VAGINAL BIOPSY,3
'7029',VAGIN/CULDESAC DX NEC,3
'7031',HYMENECTOMY,4
'7032',EXCIS CULDESAC LESION,4
'7033',EXCISION VAGINAL LESION,4
'704 ',VAGINAL OBLITERATION,4
'7050',CYSTOCEL/RECTOCEL REPAIR,4
'7051',CYSTOCELE REPAIR,4
'7052',RECTOCELE REPAIR,4
'7053',CYSTO & RECTO W GRF/PROS (Begin 2007),4
'7054',REP CYSTOCEL W GRFT/PROS (Begin 2007),4
'7055',REP RECTOCELE W GRF/PROS (Begin 2007),4
'7061',VAGINAL CONSTRUCTION,4
'7062',VAGINAL RECONSTRUCTION,4
'7063',VAGINAL CONST W GRF/PROS (Begin 2007),4
'7064',VAG RECONST W GRFT/PROS (Begin 2007),4
'7071',SUTURE VAGINA LACERATION,4
'7072',REPAIR COLOVAGIN FISTULA,4
'7073',REPAIR RECTOVAG FISTULA,4
'7074',REP VAGINOENT FISTUL NEC,4
'7075',REPAIR VAG FISTULA NEC,4
'7076',HYMENORRHAPHY,4
'7077',VAGINAL SUSPENS & FIXAT,4
'7078',VAG SUSP/FIX W GRFT/PROS (Begin 2007),4
'7079',VAGINAL REPAIR NEC,4
'708 ',VAGINAL VAULT OBLITERAT,4
'7091',VAGINAL OPERATION NEC,4
'7092',CULDESAC OPERATION NEC,4
'7093',CUL-DE-SAC GRF/PROS NEC (Begin 2007),4
'7094',INSERT BIOLOGICAL GRAFT (Begin 2007),2
'7095',INSERT SYNTH GRAFT/PROST (Begin 2007),2
'7101',VULVAR ADHESIOLYSIS,4
'7109',INCIS VULVA/PERINEUM NEC,4
'7111',VULVAR BIOPSY,3
'7119',VULVAR DIAGNOS PROC NEC,3
'7121',PERCUTAN BARTHOLIN ASPIR,2
'7122',INCISE BARTHOLIN,4
'7123',BARTHOLIN GLAND MARSUP,4
'7124',DESTRUC BARTHOLIN GLAND,4
'7129',BARTHOLIN,4
'713 ',LOCAL VULVAR EXCIS NEC,4
'714 ',OPERATIONS ON CLITORIS,4
'715 ',RADICAL VULVECTOMY,4
'7161',UNILATERAL VULVECTOMY,4
'7162',BILATERAL VULVECTOMY,4
'7171',SUTURE VULVAR LACERATION,4
'7172',REPAIR VULVAR FISTULA,4
'7179',VULVAR/PERIN REPAIR NEC,4
'718 ',OT VULVAR OPERATIONS,4
'719 ',OT FEMALE GENITAL OPS,4
'720 ',LOW FORCEPS OPERATION,2
'721 ',LOW FORCEPS W EPISIOTOMY,2
'7221',MID FORCEPS W EPISIOTOMY,2
'7229',MID FORCEPS OP NEC,2
'7231',HIGH FORCEPS W EPISIOT,2
'7239',HIGH FORCEPS OP NEC,2
'724 ',FORCEPS ROTAT FETAL HEAD,2
'7251',PART BRCH EXTRAC W FORCP,2
'7252',PART BREECH EXTRACT NEC,2
'7253',TOT BRCH EXTRAC W FORCEP,2
'7254',TOT BREECH EXTRAC NEC,2
'726 ',FORCEPSAFTERCOMING HEAD,2
'7271',VACUUM EXT DEL W EPISIOT,2
'7279',VACUUM EXTRACT DEL NEC,2
'728 ',INSTRUMENT DELIVERY NEC,2
'729 ',INSTRUMENT DELIVERY NOS,2
'7301',INDUCT LABORRUPT MEMB,2
'7309',ARTIF RUPT MEMBRANES NEC,2
'731 ',SURG INDUCT LABOR NEC,2
'7321',INT/COMB VERSION NO EXTR,2
'7322',INT/COMB VERSION W EXTR,2
'733 ',FAILED FORCEPS,2
'734 ',MEDICAL INDUCTION LABOR,2
'7351',MANUAL ROTAT FETAL HEAD,2
'7359',MANUAL ASSIST DELIV NEC,2
'736 ',EPISIOTOMY,2
'738 ',FETAL OPSFACILITATE DEL,2
'7391',EXT VERSIONASSIST DELIV,2
'7392',REPLACE PROLAPSED CORD,2
'7393',INCIS CX TO ASSIST DELIV,2
'7394',PUBIOTOMY TO ASSIST DEL,4
'7399',OPS ASSISTING DELIV NEC,4
'740 ',CLASSICAL CSECTION,4
'741 ',LOW CERVICAL CSECTION,4
'742 ',EXTRAPERITONEAL CSECT,4
'743 ',REMOV INTRAPERIT FETUS (Begin 1992),4
'744 ',CESAREAN SECTION NEC,4
'7491',HYSTEROTOMY TO TERMIN PG,4
'7499',CESAREAN SECTION NOS,4
'750 ',INTRAAMNION INJ FOR AB,2
'751 ',DIAGNOSTIC AMNIOCENTESIS,1
'752 ',INTRAUTERINE TRANSFUSION,2
'7531',AMNIOSCOPY,1
'7532',FETAL EKG,1
'7533',FETAL BLOOD SAMPLE/BX,1
'7534',FETAL MONITORING NOS,1
'7535',DX PROC FETUS/AMNION NEC,1
'7536',CORRECTION FETAL DEFECT,4
'7537',AMNIOINFUSION (Begin 1998),2
'7538',FETAL PULSE OXIMETRY (Begin 2001),1
'754 ',MANUAL REMOVALPLACENTA,2
'7550',REPAIR OB LAC UTERUS NOS,4
'7551',REPAIR OB LACERAT CERVIX,4
'7552',REPAIR OB LAC CORP UTERI,4
'7561',REPAIR OB LAC BLAD/URETH,4
'7562',REPAIR OB LAC RECT/ANUS,2
'7569',REPAIR OB LACERATION NEC,2
'757 ',MANUAL EXPLOR UTERUS P/P,2
'758 ',OB TAMPONADE UTERUS/VAG,2
'7591',EVAC OB INC HEMAT PERIN,2
'7592',EVAC OB HEMAT VULVA/VAG,2
'7593',SURG CORR INVERT UTERUS,4
'7594',MAN REPLAC INVERT UTERUS,2
'7599',OBSTETRIC OPERATION NEC,4
'7601',FACIAL BONE SEQUESTRECT,4
'7609',FACIAL BONE INCISION NEC,4
'7611',FACIAL BONE BIOPSY,3
'7619',FACIAL BONE DX PROC NEC,3
'762 ',DESTRUCT FACIAL BONE LES,4
'7631',PARTIAL MANDIBULECTOMY,4
'7639',PART FACIAL OSTECTOM NEC,4
'7641',TOT MANDIBULEC W RECONST,4
'7642',TOTAL MANDIBULECTOMY NEC,4
'7643',MANDIBULAR RECONST NEC,4
'7644',TOT FACE OSTECT W RECONS,4
'7645',TOT FACE BONE OSTECT NEC,4
'7646',FACIAL BONE RECONSTR NEC,4
'765 ',TEMPOROMAND ARTHROPLASTY,4
'7661',CL OSTEOPLASTY MAND RAMI,4
'7662',OPEN OSTEOPLAS MAND RAMI,4
'7663',OSTEOPLASTY MANDIBLE BDY,4
'7664',MAND ORTHOGNATHIC OP NEC,4
'7665',SEG OSTEOPLASTY MAXILLA,4
'7666',TOT OSTEOPLASTY MAXILLA,4
'7667',REDUCTION GENIOPLASTY,4
'7668',AUGMENTATION GENIOPLASTY,4
'7669',FACIAL BONE REPAIR NEC,4
'7670',REDUCTION FACIAL FX NOS,4
'7671',CL REDUCT MALAR/ZYGO FX,2
'7672',OPN REDUCT MALAR/ZYGO FX,4
'7673',CL REDUCT MAXILLARY FX,2
'7674',OPEN REDUCT MAXILLARY FX,4
'7675',CL REDUCT MANDIBLE FX,2
'7676',OPEN REDUCT MANDIBLE FX,4
'7677',OPEN REDUCT ALVEOLAR FX,4
'7678',CL REDUCT FACIAL FX NEC,2
'7679',OPEN REDUCT FACE FX NEC,4
'7691',BONE GRAFT TO FACE BONE,4
'7692',SYN IMPLANT TO FACE BONE,4
'7693',CLOS REDUCT TM DISLOCAT,2
'7694',OPEN REDUCT TM DISLOCAT,4
'7695',TM MANIPULATION NEC,2
'7696',INJEC THERAP SBST TM JNT,2
'7697',REMOVE INT FIX FACE BONE,4
'7699',FACIAL BONE/JNT OP NEC,4
'7700',SEQUESTRECTOMY NOS,4
'7701',CHEST CAGE SEQUESTREC,4
'7702',HUMERUS SEQUESTRECTOMY,4
'7703',RADIUS & ULNA SEQUESTREC,4
'7704',METACARP/CARP SEQUESTREC,4
'7705',FEMORAL SEQUESTRECTOMY,4
'7706',PATELLAR SEQUESTRECTOMY,4
'7707',TIBIA/FIBULA SEQUESTREC,4
'7708',METATAR/TAR SEQUESTREC,4
'7709',SEQUESTRECTOMY NEC,4
'7710',OTHER BONE INCISION NOS,4
'7711',OTHER CHEST CAGE INCIS,4
'7712',OTHER HUMERUS INCISION,4
'7713',OTHER RADIUS/ULNA INCIS,4
'7714',OTH METACARP/CARP INCIS,4
'7715',OTHER FEMORAL INCISION,4
'7716',OTHER PATELLAR INCISION,4
'7717',OTHER TIBIA/FIBULA INCIS,4
'7718',OTH METATARS/TARS INCIS,4
'7719',BONE INCIS W/O DIV NEC,4
'7720',WEDGE OSTEOTOMY NOS,4
'7721',CHEST CAGE WEDG OSTEOTOM,4
'7722',HUMERUS WEDGE OSTEOTOMY,4
'7723',RADIUS/ULNA WEDG OSTEOTO,4
'7724',METACAR/CAR WEDG OSTEOTO,4
'7725',FEMORAL WEDGE OSTEOTOMY,4
'7726',PATELLAR WEDGE OSTEOTOMY,4
'7727',TIBIA/FIBUL WEDG OSTEOT,4
'7728',METATAR/TAR WEDG OSTEOT,4
'7729',WEDGE OSTEOTOMY NEC,4
'7730',OTHER BONE DIVISION NOS,4
'7731',CHEST CAGE BONE DIV NEC,4
'7732',HUMERUS DIVISION NEC,4
'7733',RADIUS/ULNA DIVISION NEC,4
'7734',METACAR/CAR DIVISION NEC,4
'7735',FEMORAL DIVISION NEC,4
'7736',PATELLAR DIVISION NEC,4
'7737',TIBIA/FIBULA DIV NEC,4
'7738',METATAR/TAR DIVISION NEC,4
'7739',BONE DIVISION NEC,4
'7740',BONE BIOPSY NOS,3
'7741',CHEST CAGE BONE BIOPSY,3
'7742',HUMERUS BIOPSY,3
'7743',RADIUS & ULNA BIOPSY,3
'7744',METACARPAL/CARPAL BIOPSY,3
'7745',FEMORAL BIOPSY,3
'7746',PATELLAR BIOPSY,3
'7747',TIBIA & FIBULA BIOPSY,3
'7748',METATARSAL/TARSAL BIOPSY,3
'7749',BONE BIOPSY NEC,3
'7751',BUNIONECT/SFT/OSTEOTOMY,4
'7752',BUNIONECT/SFT/ARTHRODES,4
'7753',OTH BUNIONECT,4
'7754',EXC (CORRECT) BUNIONETTE (Begin 1980),4
'7756',REPAIR OF HAMMER TOE (Begin 1989),4
'7757',REPAIR OF CLAW TOE (Begin 1989),4
'7758',OTH EXC FUS REPAIR TOE (Begin 1989),4
'7759',BUNIONECTOMY NEC,4
'7760',LOC EXC BONE LESION NOS,4
'7761',EXC CHEST CAGE BONE LES,4
'7762',LOC EXC BONE LES HUMERUS,4
'7763',LOC EXC LES RADIUS/ULNA,4
'7764',LOC EXC LES METACAR/CAR,4
'7765',LOC EXC BONE LES FEMUR,4
'7766',LOC EXC BONE LES PATELLA,4
'7767',LOC EXC LES TIBIA/FIBULA,4
'7768',LOC EXC LES METATAR/TAR,4
'7769',LOC EXC BONE LESION NEC,4
'7770',EXCISE BONE FOR GRFT NOS,4
'7771',EX CHEST CAGE BONEGFT,4
'7772',EXCISE HUMERUS FOR GRAFT,4
'7773',EXCIS RADIUS/ULNAGRAFT,4
'7774',EXCIS METACAR/CARGRAFT,4
'7775',EXCISE FEMUR FOR GRAFT,4
'7776',EXCISE PATELLA FOR GRAFT,4
'7777',EXCISE TIB/FIB FOR GRAFT,4
'7778',EXCIS METATAR/TARGRAFT,4
'7779',EXCISE BONE FOR GFT NEC,4
'7780',OTH PART OSTECTOMY NOS,4
'7781',OTH CHEST CAGE OSTECTOMY,4
'7782',PARTIAL HUMERECTOMY NEC,4
'7783',PART OSTECTRADIUS/ULNA,4
'7784',PART OSTECTMETACAR/CAR,4
'7785',PART OSTECTOMYFEMUR,4
'7786',PARTIAL PATELLECTOMY,4
'7787',PART OSTECTTIBIA/FIBULA,4
'7788',PART OSTECTMETATAR/TAR,4
'7789',PARTIAL OSTECTOMY NEC,4
'7790',TOTAL OSTECTOMY NOS,4
'7791',TOT CHEST CAGE OSTECTOMY,4
'7792',TOTAL OSTECTOMYHUMERUS,4
'7793',TOT OSTECTRADIUS/ULNA,4
'7794',TOT OSTECTMETACARP/CARP,4
'7795',TOT OSTECTOMYFEMUR,4
'7796',TOTAL PATELLECTOMY,4
'7797',TOT OSTECTTIBIA/FIBULA,4
'7798',TOT OSTECTMETATARS/TARS,4
'7799',TOTAL OSTECTOMY NEC,4
'7800',BONE GRAFT NOS,4
'7801',BONE GRAFT TO CHEST CAGE,4
'7802',BONE GRAFT TO HUMERUS,4
'7803',BONE GRAFTRADIUS/ULNA,4
'7804',BONE GRFT TO METACAR/CAR,4
'7805',BONE GRAFT TO FEMUR,4
'7806',BONE GRAFT TO PATELLA,4
'7807',BONE GRAFTTIBIA/FIBULA,4
'7808',BONE GRAFTMETATAR/TAR,4
'7809',BONE GRAFT NEC,4
'7810',PERIOSTEAL SUTURE NOS (Begin 1991),4
'7811',PERIOST SUTCHEST CAGE (Begin 1991),4
'7812',PERIOSTEAL SUTHUMERUS (Begin 1991),4
'7813',PERIOST SUTRADIUS/ULNA (Begin 1991),4
'7814',PERIOST SUTMETACAR/CAR (Begin 1991),4
'7815',PERIOSTEAL SUTUREFEMUR (Begin 1991),4
'7816',PERIOSTEAL SUTURPATELLA (Begin 1991),4
'7817',PERIOST SUTTIBIA/FIBULA (Begin 1991),4
'7818',PERIOST SUTMETATAR/TAR (Begin 1991),4
'7819',PERIOSTEAL SUTURE NEC (Begin 1991),4
'7820',EPIPHYSEAL STAPLING NOS (Begin 1991),4
'7822',EPIPHYS STAPLEHUMERUS (Begin 1991),4
'7823',EPIPHYS STAPLERAD/ULNA (Begin 1991),4
'7824',EPIPHYSEAL STAPLECARPALS (Begin 1991),4
'7825',EPIPHYSEAL STAPLEFEMUR (Begin 1991),4
'7827',EPIPHYS STAPLETIB/FIBUL (Begin 1991),4
'7828',EPIPHYSEAL STAPLETARSALS (Begin 1991),4
'7829',EPIPHYSEAL STAPLING NEC (Begin 1991),4
'7830',OTH BONE LNGTH CHNGE NOS,4
'7831',BONE LNGTH CHNGETHORAX,4
'7832',HUMERUS LENGTH CHANGE,4
'7833',RADIUS/ULNA LENGTH CHNGE,4
'7834',CARPAL LENGTH CHANGE,4
'7835',FEMUR LENGTH CHANGE,4
'7837',TIBIA/FIBULA LNGTH CHNGE,4
'7838',TARSAL LENGTH CHANGE,4
'7839',OTH BONE LNGTH CHNGE NEC (Begin 1991),4
'7840',OTH BONE REPAIR/PLAST OP,4
'7841',OTH CHEST CAGE REP/PLAST,4
'7842',OTH HUMERUS REPAIR/PLAST,4
'7843',OTH RAD/ULN REPAIR/PLAST,4
'7844',OTH METAC/CARP REP/PLAST,4
'7845',OTH FEMUR REPAIR/PLASTIC,4
'7846',OTH PATELLA REPAIR/PLAST,4
'7847',OTH TIB/FIB REPAIR/PLAST,4
'7848',OTH META/TAR REPA/PLAST,4
'7849',OTH BONE REPA/PLAST NEC,4
'7850',INT FIX W/O FX REDUC NOS,4
'7851',INT FIXATIONCHEST CAGE,4
'7852',INT FIXATIONHUMERUS,4
'7853',INT FIXATIONRADIUS/ULNA,4
'7854',INT FIXATIONMETACAR/CAR,4
'7855',INTERNAL FIXATIONFEMUR,4
'7856',INTERNAL FIXPATELLA,4
'7857',INT FIXATIONTIBIA/FIBUL,4
'7858',INT FIXATIONMETATAR/TAR,4
'7859',INT FIXNO FX REDUCT NEC,4
'7860',REMOVE IMP DEVICE NOS,4
'7861',REMOV IMP DEVCHEST CAGE,4
'7862',REMOVE IMPL DEVHUMERUS,4
'7863',REMOV IMP DEVRADIUS/ULN,4
'7864',REMOV IMP DEVMETAC/CARP,4
'7865',REMOVE IMP DEVICEFEMUR,4
'7866',REMOV IMP DEVICEPATELLA,4
'7867',REMOV IMP DEVTIB/FIBULA,4
'7868',REMOVE IMP DEVMETAT/TAR,4
'7869',REMOVE IMPL DEVICE NEC,4
'7870',OSTEOCLASIS NOS,4
'7871',OSTEOCLASISCHEST CAGE,4
'7872',OSTEOCLASISHUMERUS,4
'7873',OSTEOCLASISRADIUS/ULNA,4
'7874',OSTEOCLASISMETACAR/CAR,4
'7875',OSTEOCLASISFEMUR,4
'7876',OSTEOCLASISPATELLA,4
'7877',OSTEOCLASISTIBIA/FIBULA,4
'7878',OSTEOCLASISMETATAR/TAR,4
'7879',OSTEOCLASIS NEC,4
'7880',OTHER BONE DX PROC NOS,3
'7881',OTH DX PROCEDCHEST CAGE,3
'7882',OTH DX PROCEDHUMERUS,3
'7883',OTH DX PROCRADIUS/ULNA,3
'7884',OTH DX PROCMETACAR/CAR,3
'7885',OTH DX PROCEDFEMUR,3
'7886',OTH DX PROCEDPATELLA,3
'7887',OTH DX PRIBIA/FIBULA,3
'7888',OTH DX PROCMETATAR/TAR,3
'7889',OTHER BONE DX PROC NEC,3
'7890',INSERT BONE STIMUL NOS (Begin 1987),4
'7891',INSERT BONE STIMULCHEST (Begin 1987),4
'7892',INSERT BONE STIMHUMERUS (Begin 1987),4
'7893',INSER BONE STIMRAD/ULNA (Begin 1987),4
'7894',INSER BONE STIMMETA/CAR (Begin 1987),4
'7895',INSERT BONE STIMFEMUR (Begin 1987),4
'7896',INSERT BONE STIMPATELLA (Begin 1987),4
'7897',INSER BONE STIMTIB/FIB (Begin 1987),4
'7898',INSER BONE STIMMETA/TAR (Begin 1987),4
'7899',INSERT BONE STIMUL NEC (Begin 1987),4
'7900',CLOSED FX REDUCTION NOS,2
'7901',CLOSED FX REDUCT HUMERUS,2
'7902',CL FX REDUCRADIUS/ULNA,2
'7903',CL FX REDUCMETACAR/CAR,2
'7904',CL FX REDUCFINGER,2
'7905',CL FX REDUCFEMUR,2
'7906',CL FX REDUCTIBIA/FIBULA,2
'7907',CL FX REDUCMETATAR/TAR,2
'7908',CL FX REDUCTOE,2
'7909',CLOSED FX REDUCTION NEC,2
'7910',CL FX REDUCINT FIX NOS,4
'7911',CLOS REDINT FIX HUMERUS,4
'7912',CL REDINT FIX RAD/ULNA,4
'7913',CL REDINT FIX METAC/CAR,4
'7914',CLOSE REDINT FIX FINGER,4
'7915',CLOSED REDINT FIX FEMUR,4
'7916',CL REDINT FIX TIB/FIBU,4
'7917',CL REDINT FIX METAT/TAR,4
'7918',CLOSE REDINT FIX TOE FX,4
'7919',CL FX REDUCINT FIX NEC,4
'7920',OPEN FX REDUCTION NOS,4
'7921',OPEN REDUCHUMERUS FX,4
'7922',OPEN REDUCRADIUS/ULN FX,4
'7923',OPEN REDUCMETAC/CAR FX,4
'7924',OPEN REDUCTIONFINGER FX,4
'7925',OPEN REDUCTIONFEMUR FX,4
'7926',OPEN REDUCTIBIA/FIB FX,4
'7927',OPEN REDUCMETAT/TARS FX,4
'7928',OPEN REDUCTIONTOE FX,4
'7929',OPEN FX REDUCTION NEC,4
'7930',OPN FX RED W INT FIX NOS,4
'7931',OPEN REDINT FIX HUMERUS,4
'7932',OP REDINT FIX RAD/ULNA,4
'7933',OP REDINT FIX METAC/CAR,4
'7934',OPEN REDINT FIX FINGER,4
'7935',OPEN REDUCINT FIX FEMUR,4
'7936',OP REDINT FIX TIB/FIBUL,4
'7937',OP REDINT FIX METAT/TAR,4
'7938',OPEN REDUCTINT FIX TOE,4
'7939',OPN FX RED W INT FIX NEC,4
'7940',CLS REDUCEPIPHY NOS,4
'7941',CLOSE REDHUMERUS EPIPHY,4
'7942',CLS REDRADIUS/UL EPIPHY,4
'7945',CLOSE REDUCFEMUR EPIPHY,4
'7946',CLS REDTIBIA/FIB EPIPHY,4
'7949',CLS REDUCEPIPHY NEC,4
'7950',OPEN REDEPIPHY NOS,4
'7951',OPN REDEPIPHYHUMER,4
'7952',OP REDRADIUS/ULN EPIPHY,4
'7955',OPN REDEPIPHYFEMUR,4
'7956',OP REDTIBIA/FIB EPIPHYS,4
'7959',OPEN REDEPIPHY NEC,4
'7960',OPEN FX SITE DEBRIDE NOS,4
'7961',DEBRID OPEN FXHUMERUS,4
'7962',DEBRID OPN FXRADIUS/ULN,4
'7963',DEBRID OPN FXMETAC/CAR,4
'7964',DEBRID OPN FXFINGER,4
'7965',DEBRID OPN FXFEMUR,4
'7966',DEBRID OPN FXTIBIA/FIB,4
'7967',DEBRID OPN FXMETAT/TAR,4
'7968',DEBRID OPN FXTOE,4
'7969',OPEN FX SITE DEBRIDE NEC,4
'7970',CL REDUC DISLOC NOS,2
'7971',CL REDUC DISLOCSHOULDER,2
'7972',CL REDUC DISLOCELBOW,2
'7973',CL REDUC DISLOCWRIST,2
'7974',CL REDUC DISLOCHAND/FNG,2
'7975',CL REDUC DISLOCHIP,2
'7976',CL REDUC DISLOCKNEE,2
'7977',CL REDUC DISLOCANKLE,2
'7978',CL REDUC DISLOCFOOT/TOE,2
'7979',CL REDUC DISLOCATION NEC,2
'7980',OPEN REDUCDISLOCAT NOS,4
'7981',OPN REDUC DISLOCSHOULDR,4
'7982',OPEN REDUCELBOW DISLOC,4
'7983',OPEN REDUCWRIST DISLOC,4
'7984',OPN REDUC DISLOCHAND,4
'7985',OPEN REDUCHIP DISLOCAT,4
'7986',OPEN REDUCKNEE DISLOCAT,4
'7987',OPEN REDUCANKLE DISLOC,4
'7988',OPN REDUC DISLOCFT/TOE,4
'7989',OPEN REDUCDISLOCAT NEC,4
'7990',UNSPEC OP BONE INJ NOS,4
'7991',HUMERUS INJURY OP NOS,4
'7992',RADIUS/ULNA INJ OP NOS,4
'7993',METACARP/CARP INJ OP NOS,4
'7994',FINGER INJURY OP NOS,4
'7995',FEMUR INJURY OP NOS,4
'7996',TIBIA/FIBULA INJ OP NOS,4
'7997',METATARS/TARS INJ OP NOS,4
'7998',TOE INJURY OPERATION NOS,4
'7999',UNSPEC OPBONE INJ NEC,4
'8000',ARTHROT & PROS REMOV NOS,4
'8001',ARTHROT/PROS REMOVSHLDR,4
'8002',ARTHROT/PROS REMOVELBOW,4
'8003',ARTHROT/PROS REMOVWRIST,4
'8004',ARTHROT/PROS REMOVHAND,4
'8005',ARTHROT/PROS REMOVHIP,4
'8006',ARTHROT/PROS REMOVKNEE,4
'8007',ARTHROT/PROS REMOVANKLE,4
'8008',ARTHROT/PROS REMOVFOOT,4
'8009',ARTHROT & PROS REMOV NEC,4
'8010',OTHER ARTHROTOMY NOS,4
'8011',OTH ARTHROTOMYSHOULDER,4
'8012',OTH ARTHROTOMYELBOW,4
'8013',OTH ARTHROTOMYWRIST,4
'8014',OTH ARTHROTOMYHAND/FNGR,4
'8015',OTH ARTHROTOMYHIP,4
'8016',OTH ARTHROTOMYKNEE,4
'8017',OTH ARTHROTOMYANKLE,4
'8018',OTH ARTHROTOMYFOOT/TOE,4
'8019',OTHER ARTHROTOMY NEC,4
'8020',ARTHROSCOPY NOS,3
'8021',SHOULDER ARTHROSCOPY,3
'8022',ELBOW ARTHROSCOPY,3
'8023',WRIST ARTHROSCOPY,3
'8024',HAND & FINGER ARTHROSCOP,3
'8025',HIP ARTHROSCOPY,3
'8026',KNEE ARTHROSCOPY,3
'8027',ANKLE ARTHROSCOPY,3
'8028',FOOT & TOE ARTHROSCOPY,3
'8029',ARTHROSCOPY NEC,3
'8030',JOINT BIOPSY NOS,1
'8031',SHOULDER JOINT BIOPSY,1
'8032',ELBOW JOINT BIOPSY,1
'8033',WRIST JOINT BIOPSY,1
'8034',HAND/FINGER JOINT BIOPSY,1
'8035',HIP JOINT BIOPSY,1
'8036',KNEE JOINT BIOPSY,1
'8037',ANKLE JOINT BIOPSY,1
'8038',FOOT & TOE JOINT BIOPSY,1
'8039',JOINT BIOPSY NEC,1
'8040',JT STRUCTUR DIVISION NOS,4
'8041',SHOULDER STRUCT DIVISION,4
'8042',ELBOW STRUCTURE DIVISION,4
'8043',WRIST STRUCTURE DIVISION,4
'8044',HAND JOINT STRUCT DIVIS,4
'8045',HIP STRUCTURE DIVISION,4
'8046',KNEE STRUCTURE DIVISION,4
'8047',ANKLE STRUCTURE DIVISION,4
'8048',FOOT JOINT STRUCT DIVIS,4
'8049',JT STRUCTUR DIVISION NEC,4
'805 ',EXCIS DESTR VERTEB DISC (Begin 1980 End 1986),4
'8050',EXC/DEST INTVRT DISC NOS (Begin 1986),4
'8051',EXCISION INTERVERT DISC (Begin 1986),4
'8052',CHEMONUCLEOLYSIS IV DISC (Begin 1986),2
'8053',REP ANULUS FIBROSUS-GRFT (begin 2008),4
'8054',REP ANULS FIBROS NEC/NOS (begin 2008),4
'8059',OTH EXC/DEST INTVRT DISC (Begin 1986),4
'806 ',EXCIS KNEE SEMILUN CARTL,4
'8070',SYNOVECTOMYSITE NOS,4
'8071',SHOULDER SYNOVECTOMY,4
'8072',ELBOW SYNOVECTOMY,4
'8073',WRIST SYNOVECTOMY,4
'8074',HAND SYNOVECTOMY,4
'8075',HIP SYNOVECTOMY,4
'8076',KNEE SYNOVECTOMY,4
'8077',ANKLE SYNOVECTOMY,4
'8078',FOOT SYNOVECTOMY,4
'8079',SYNOVECTOMYSITE NEC,4
'8080',DESTRUCT JOINT LES NOS,4
'8081',DESTRUCSHOULDER LES NEC,4
'8082',DESTRUCELBOW LESION NEC,4
'8083',DESTRUCWRIST LESION NEC,4
'8084',DESTRUCHAND JT LES NEC,4
'8085',DESTRUCTHIP LESION NEC,4
'8086',DESTRUCTKNEE LESION NEC,4
'8087',DESTRUCANKLE LESION NEC,4
'8088',DESTRUCFOOT JT LES NEC,4
'8089',DESTRUCT JOINT LES NEC,4
'8090',EXCISION OF JOINT NOS,4
'8091',EXCISION OF SHOULDER NEC,4
'8092',EXCISION OF ELBOW NEC,4
'8093',EXCISION OF WRIST NEC,4
'8094',EXCISION HAND JOINT NEC,4
'8095',EXCISION OF HIP NEC,4
'8096',EXCISION OF KNEE NEC,4
'8097',EXCISION OF ANKLE NEC,4
'8098',EXCISION FOOT JOINT NEC,4
'8099',EXCISION OF JOINT NEC,4
'8100',SPINAL FUSION NOS,4
'8101',ATLASAXIS FUSION,4
'8102',OTHER CERVICAL FUS (ANT) (Begin 1980),4
'8103',(DORSAL) SPINAL FUSS (Begin 1989),4
'8104',DORSOLUM FUS W/ H ROD (Begin 1989),4
'8105',OTH DORSOLUM FUS (Begin 1989),4
'8106',LUMBAR SPINAL FUS(Begin 1989),4
'8107',LUMBOSAC SPINAL FUSS (Begin 1989),4
'8108',REFUSION OF SPINE(Begin 1989),4
'8109',OTHER SPINAL FUS (Begin 1989),4
'8111',ANKLE FUSION,4
'8112',TRIPLE ARTHRODESIS,4
'8113',SUBTALAR FUSION,4
'8114',MIDTARSAL FUSION,4
'8115',TARSOMETATARSAL FUSION,4
'8116',METATARSOPHALANGEAL FUS,4
'8117',OTHER FUSION OF FOOT,4
'8118',SUBTALR JT ARTHROEREISIS (Begin 2005),4
'8120',ARTHRODESIS NOS,4
'8121',ARTHRODESIS OF HIP,4
'8122',ARTHRODESIS OF KNEE,4
'8123',ARTHRODESIS OF SHOULDER,4
'8124',ARTHRODESIS OF ELBOW,4
'8125',CARPORADIAL FUSION,4
'8126',METACARPOCARPAL FUSION,4
'8127',METACARPOPHALANGEAL FUS,4
'8128',INTERPHALANGEAL FUSION,4
'8129',ARTHRODESIS NEC,4
'8130',REFUSION SPINE NOS (Begin 2001),4
'8131',REFUSION ATLASAXIS SPINE(Begin 2001),4
'8132',REFUSION CERVICAL SPINE ANT (Begin 2001),4
'8133',REFUSION CERVICAL SPINE POST (Begin 2001),4
'8134',REFUSION DORSAL SPINE ANT(Begin 2001),4
'8135',REFUSION DORSAL SPINE POST T (Begin 2001),4
'8136',REFUSION LUMBAR SPINE ANT(Begin 2001),4
'8137',REFUSION LUMBAR SPINE LAT(Begin 2001),4
'8138',REFUSION LUMBAR SPINE POST (Begin 2001),4
'8139',REFUSION SPINE NEC (Begin 2001),4
'8140',REPAIR OF HIP NEC (Begin 1989),4
'8141',TOTAL KNEE REPLACEMENT (Begin 1980 End 1989),4
