ndc,drug_name,generic_name,opioid_ingredient1,opioid_ingredient2,form,route,strength,strength_uom,package_size,manufacturer,startdate,enddate,status
00015564827,stadol,butorphanol,butorphanol,NA,solution,injection,2,mg/ml,10,vha plus/brist,NA,NA,inactive
00015564897,stadol,butorphanol,butorphanol,NA,solution,injection,2,mg/ml,10,sandoz,9/30/90,9/30/90,inactive
00015571160,bufferin w/codeine,aspirin (buffered); codeine phosphate,codeine,NA,NA,NA,30 mg,NA,100,NA,NA,NA,NA
00019052705,methadose,methadone,methadone,NA,concentrate,oral,10,mg/ml,946,mallinckrodt,NA,NA,active
00019151056,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,50,mallinckrodt,NA,NA,active
00019151057,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,100,mallinckrodt,NA,NA,active
00019151059,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,500,mallinckrodt,NA,NA,active
00019151061,methadone (bulk),methadone,methadone,NA,powder,miscellaneous,100,%,1000,mallinckrodt,NA,NA,active
00019152153,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,5,mallinckrodt sp,NA,NA,active
00019152155,morphine (bulk),morphine,morphine,NA,powder,miscellaneous,100,%,25,mallinckrodt sp,NA,NA,active
00019154832,codeine phosphate (bulk),codeine phosphate (bulk),codeine,NA,powder,miscellaneous,100,%,10,mallinckrodt sp,NA,NA,active
00019154835,codeine phosphate (bulk),codeine phosphate (bulk),codeine,NA,powder,miscellaneous,100,%,25,mallinckrodt sp,NA,NA,active
00019158255,hydrocodone bitartrate (bulk),hydrocodone,hydrocodone,NA,crystals,miscellaneous,.,NA,25,mallinckrodt,NA,NA,active
00022040410,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-15,mg,100,mc kesson,NA,NA,active
00022040510,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,mc kesson,NA,NA,active
00022040516,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,mc kesson,NA,NA,active
00022040710,acetaminophen-codeine,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,mc kesson,NA,NA,active
00023041901,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,2.5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-0419-01)","allergan, inc.",10/6/14,NA,NA
00023042001,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-0420-01)","allergan, inc.",5/26/16,NA,NA
00023042005,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,"500 tablet in 1 bottle, plastic (0023-0420-05)","allergan, inc.",5/26/16,NA,NA
00023043001,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-0430-01)","allergan, inc.",3/14/13,NA,NA
00023043005,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg/1,"500 tablet in 1 bottle, plastic (0023-0430-05)","allergan, inc.",3/14/13,NA,NA
00023043101,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg/1,"100 tablet in 1 bottle, plastic (0023-0431-01)","allergan, inc.",3/7/13,NA,NA
00023043105,hydrocodone bitartrate and acetaminophen,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg/1,"500 tablet in 1 bottle, plastic (0023-0431-05)","allergan, inc.",3/7/13,NA,NA
00023600201,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-6002-01)","allergan, inc.",5/1/16,NA,NA
00023601001,fiorinal with codeine,butalbital; aspirin; caffeine; codeine phosphate,codeine,NA,capsule,oral,50-325-40-50,mg/1,100 capsule in 1 bottle (0023-6010-01),"allergan, inc.",10/26/90,NA,NA
00023601160,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,10,mg/1,"60 capsule, extended release in 1 bottle (0023-6011-60)","allergan, inc.",4/7/09,NA,NA
00023601260,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,20,mg/1,"60 capsule, extended release in 1 bottle (0023-6012-60)","allergan, inc.",4/7/09,NA,NA
00023601360,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,30,mg/1,"60 capsule, extended release in 1 bottle (0023-6013-60)","allergan, inc.",4/7/09,NA,NA
00023601460,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,40,mg/1,"60 capsule, extended release in 1 bottle (0023-6014-60)","allergan, inc.",5/7/12,NA,NA
00023601560,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,50,mg/1,"60 capsule, extended release in 1 bottle (0023-6015-60)","allergan, inc.",4/7/09,NA,NA
00023601660,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,60,mg/1,"60 capsule, extended release in 1 bottle (0023-6016-60)","allergan, inc.",4/7/09,NA,NA
00023601760,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,80,mg/1,"60 capsule, extended release in 1 bottle (0023-6017-60)","allergan, inc.",4/7/09,NA,NA
00023601860,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,100,mg/1,"60 capsule, extended release in 1 bottle (0023-6018-60)","allergan, inc.",4/7/09,NA,NA
00023601960,kadian,morphine sulfate,morphine,NA,"capsule, extended release",oral,200,mg/1,"60 capsule, extended release in 1 bottle (0023-6019-60)","allergan, inc.",4/7/09,NA,NA
00023602101,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-6021-01)","allergan, inc.",3/12/13,NA,NA
00023602105,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,7.5-325,mg/1,"500 tablet in 1 bottle, plastic (0023-6021-05)","allergan, inc.",3/12/13,NA,NA
00023602201,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg/1,"100 tablet in 1 bottle, plastic (0023-6022-01)","allergan, inc.",3/12/13,NA,NA
00023602205,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,10-325,mg/1,"500 tablet in 1 bottle, plastic (0023-6022-05)","allergan, inc.",3/12/13,NA,NA
00023609001,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,"100 tablet in 1 bottle, plastic (0023-6090-01)","allergan, inc.",6/25/97,NA,NA
00023609005,norco,hydrocodone bitartrate; acetaminophen,hydrocodone,NA,tablet,oral,5-325,mg/1,"500 tablet in 1 bottle, plastic (0023-6090-05)","allergan, inc.",6/25/97,NA,NA
00024002102,atropine-demerol,meperidine,meperidine,NA,syringe,injection,50-0.4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024002202,atropine-demerol,meperidine,meperidine,NA,syringe,injection,75-0.4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024022506,demerol,meperidine,meperidine,NA,tablet,oral,50,mg,500,sanofi winthrop,NA,NA,inactive
00024027202,codeine phosphate,codeine phosphate,codeine,NA,syringe,injection,15,mg/ml,2,sanofi winthrop,8/1/90,8/1/90,inactive
00024027203,codeine phosphate,codeine phosphate,codeine,NA,syringe,injection,15,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,inactive
00024027402,codeine phosphate,codeine phosphate,codeine,NA,syringe,injection,30,mg/ml,2,sanofi winthrop,8/1/90,8/1/90,inactive
00024027404,codeine phosphate,codeine phosphate,codeine,NA,syringe,injection,30,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,inactive
00024032402,demerol,meperidine,meperidine,NA,syringe,injection,25,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032404,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,25 mg,NA,25,NA,NA,NA,inactive
00024032423,demerol,meperidine,meperidine,NA,syringe,injection,25,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032442,demerol,meperidine,meperidine,NA,syringe,injection,25,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032463,demerol,meperidine,meperidine,NA,syringe,injection,25,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032502,demerol,meperidine,meperidine,NA,syringe,injection,50,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032504,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,50 mg,NA,25,NA,NA,NA,inactive
00024032533,demerol,meperidine,meperidine,NA,syringe,injection,50,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032543,demerol,meperidine,meperidine,NA,syringe,injection,50,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032573,demerol,meperidine,meperidine,NA,syringe,injection,50,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032602,demerol,meperidine,meperidine,NA,syringe,injection,75,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032604,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,75 mg,NA,25,NA,NA,NA,inactive
00024032633,demerol,meperidine,meperidine,NA,syringe,injection,75,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032644,demerol,meperidine,meperidine,NA,syringe,injection,75,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032683,demerol,meperidine,meperidine,NA,syringe,injection,75,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032802,demerol,meperidine,meperidine,NA,syringe,injection,100,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032804,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,100 mg,NA,25,NA,NA,NA,inactive
00024032833,demerol,meperidine,meperidine,NA,syringe,injection,100,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032845,demerol,meperidine,meperidine,NA,syringe,injection,100,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032893,demerol,meperidine,meperidine,NA,syringe,injection,100,mg/ml,1,sanofi winthrop,11/10/42,11/10/42,inactive
00024032901,demerol (pf),meperidine,meperidine,NA,solution,injection,50,mg/ml,30,sanofi winthrop,9/30/90,9/30/90,active
00024033101,demerol,meperidine,meperidine,NA,solution,injection,100,mg/ml,20,sanofi winthrop,9/30/90,9/30/90,active
00024033206,demerol,meperidine,meperidine,NA,solution,oral,50,mg/5 ml,473,sanofi-aventis,9/30/90,9/30/90,inactive
00024033502,demerol,meperidine,meperidine,NA,tablet,oral,50,mg,25,sanofi-aventis,9/30/90,9/30/90,inactive
00024033504,demerol,meperidine,meperidine,NA,tablet,oral,50,mg,100,sanofi-aventis,9/30/90,9/30/90,inactive
00024033505,demerol,meperidine,meperidine,NA,tablet,oral,50,mg,100,sanofi/validus,9/30/90,9/30/90,inactive
00024033506,demerol,meperidine,meperidine,NA,tablet,oral,50,mg,500,sanofi-aventis,9/30/90,9/30/90,inactive
00024033702,demerol,meperidine,meperidine,NA,tablet,oral,100,mg,25,sanofi winthrop,9/30/90,9/30/90,active
00024033704,demerol,meperidine,meperidine,NA,tablet,oral,100,mg,100,sanofi-aventis,9/30/90,9/30/90,active
00024033705,demerol,meperidine,meperidine,NA,tablet,oral,100,mg,100,sanofi/validus,9/30/90,9/30/90,active
00024033706,demerol,meperidine,meperidine,NA,tablet,oral,100,mg,500,sanofi-aventis,9/30/90,9/30/90,active
00024036104,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,.5,sanofi winthrop,9/30/90,9/30/90,active
00024036204,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024036304,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,1.5,sanofi winthrop,9/30/90,9/30/90,active
00024036404,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,active
00024036504,demerol,meperidine,meperidine,NA,solution,injection,100,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024037102,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,25 mg,NA,10,NA,NA,NA,inactive
00024037104,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,.5,sanofi winthrop,9/30/90,9/30/90,active
00024037202,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,50 mg,NA,10,NA,NA,NA,inactive
00024037204,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024037302,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,75 mg,NA,10,NA,NA,NA,inactive
00024037304,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,1.5,sanofi winthrop,9/30/90,9/30/90,active
00024037402,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,100 mg,NA,10,NA,NA,NA,inactive
00024037404,demerol,meperidine,meperidine,NA,solution,injection,50,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,active
00024037502,demerol hydrochloride,meperidine hydrochloride,meperidine,NA,NA,NA,100 mg,NA,10,NA,NA,NA,inactive
00024037504,demerol,meperidine,meperidine,NA,solution,injection,100,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024068202,fentanyl citrate (pf),fentanyl,fentanyl,NA,syringe,injection,50,mcg/ml,2,sanofi winthrop,9/24/91,9/24/91,inactive
00024068205,fentanyl citrate (pf),fentanyl,fentanyl,NA,syringe,injection,50,mcg/ml,5,sanofi winthrop,9/24/91,9/24/91,inactive
00024068233,fentanyl citrate (pf),fentanyl,fentanyl,NA,syringe,injection,50,mcg/ml,2,sanofi winthrop,9/24/91,9/24/91,inactive
00024068234,fentanyl citrate (pf),fentanyl,fentanyl,NA,syringe,injection,50,mcg/ml,5,sanofi winthrop,9/24/91,9/24/91,inactive
00024072601,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,1,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024072602,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,1,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024072622,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,1,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024072702,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024072704,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024072722,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024072802,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024072812,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024072822,hydromorphone,hydromorphone,hydromorphone,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024102210,demerol apap,acetaminophen; meperidine hydrochloride,meperidine,NA,NA,NA,300 mg-50 mg,NA,100,NA,NA,NA,NA
00024125701,morphine,morphine,morphine,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,6/1/93,6/1/93,active
00024125702,morphine,morphine,morphine,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125711,morphine,morphine,morphine,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125721,morphine,morphine,morphine,NA,syringe,injection,2,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125802,morphine,morphine,morphine,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125803,morphine,morphine,morphine,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125813,morphine,morphine,morphine,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125823,morphine,morphine,morphine,NA,syringe,injection,4,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024125902,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024126002,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126005,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126007,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126027,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126037,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126102,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024126128,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126202,morphine,morphine,morphine,NA,syringe,injection,15,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,inactive
00024126302,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024126308,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,active
00024126318,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126320,morphine,morphine,morphine,NA,syringe,injection,15,mg/ml,1,sanofi-aventis,9/30/90,9/30/90,inactive
00024126347,morphine,morphine,morphine,NA,syringe,injection,10,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024126402,morphine,morphine,morphine,NA,syringe,injection,15,mg/ml,1,sanofi winthrop,8/1/90,8/1/90,inactive
00024126409,morphine,morphine,morphine,NA,syringe,injection,15,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024126410,morphine,morphine,morphine,NA,syringe,injection,15,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024151105,panadol-codeine no.3,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,500,sanofi winthrop,NA,NA,inactive
00024151108,panadol-codeine no.3,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,1000,sanofi winthrop,NA,NA,inactive
00024151110,panadol-codeine no.3,codeine; paracetamol,codeine,NA,tablet,oral,300-30,mg,100,sanofi winthrop,NA,NA,inactive
00024151301,panadol-codeine no.4,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,100,sanofi winthrop,NA,NA,inactive
00024151305,panadol-codeine no.4,codeine; paracetamol,codeine,NA,tablet,oral,300-60,mg,500,sanofi winthrop,NA,NA,inactive
00024191601,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,10,abbott hosp,9/30/90,9/30/90,active
00024191701,talwin,pentazocine,pentazocine,NA,syringe,injection,30,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024191702,talwin,pentazocine,pentazocine,NA,syringe,injection,30,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,inactive
00024191802,talwin,pentazocine,pentazocine,NA,syringe,injection,30,mg/ml,1.5,sanofi winthrop,9/30/90,9/30/90,inactive
00024191902,talwin,pentazocine,pentazocine,NA,syringe,injection,30,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,inactive
00024191906,talwin,pentazocine,pentazocine,NA,syringe,injection,30,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,inactive
00024192104,talwin hydrochloride,pentazocine hydrochloride; naloxone hydrochloride,pentazocine,naloxone,NA,NA,50 mg,NA,100,NA,NA,NA,inactive
00024192114,talwin hydrochloride,pentazocine hydrochloride; naloxone hydrochloride,pentazocine,naloxone,NA,NA,50 mg,NA,100,NA,NA,NA,inactive
00024192404,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024192414,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,1,sanofi winthrop,9/30/90,9/30/90,active
00024192504,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,1.5,sanofi-aventis,9/30/90,9/30/90,active
00024192514,talwin lactate,pentazocine lactate,pentazocine,NA,NA,NA,45 mg,NA,25,NA,NA,NA,inactive
00024192604,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,2,sanofi winthrop,9/30/90,9/30/90,active
00024192614,talwin,pentazocine,pentazocine,NA,solution,injection,30,mg/ml,2,sanofi-aventis,9/30/90,9/30/90,active
00024192704,talwin compound,pentazocine,pentazocine,NA,tablet,oral,12.5-325,mg,100,sanofi-aventis,9/30/90,9/30/90,inactive
00024193704,talacen,pentazocine,pentazocine,NA,tablet,oral,25-650,mg,100,sanofi-aventis,9/30/90,9/30/90,inactive
00024193714,talacen,pentazocine,pentazocine,NA,tablet,oral,25-650,mg,250,sanofi-aventis,9/30/90,9/30/90,inactive
00024195104,talwin nx,pentazocine,pentazocine,NA,tablet,oral,50-0.5,mg,100,sanofi-aventis,9/30/90,9/30/90,inactive
00024195114,talwin nx,pentazocine,pentazocine,NA,tablet,oral,50-0.5,mg,100,sanofi winthrop,NA,NA,inactive
00024195124,talwin nx,pentazocine,pentazocine,NA,tablet,oral,50-0.5,mg,250,sanofi-aventis,9/30/90,9/30/90,inactive
00024236007,morphine,morphine,morphine,NA,syringe,injection,8,mg/ml,1,sanofi winthrop,NA,NA,active
00029136030,anexsia-d,aspirin; hydrocodone bitartrate,hydrocodone,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
00029136033,anexsia-d,aspirin; hydrocodone bitartrate,hydrocodone,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA
00029136230,anexsia,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,7.5-650,mg,100,monarch phrm,9/30/90,9/30/90,inactive
00029136530,anexsia,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,100,monarch phrm,9/30/90,9/30/90,inactive
00029136533,anexsia,hydrocodone; acetaminophen,hydrocodone,NA,tablet,oral,5-500,mg,1000,sk beecham phar,9/30/90,9/30/90,inactive
00029290021,morphine sulfate & atropine sulfate,morphine sulfate; atropine sulf,morphine,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
